#
#   VizieR Astronomical Server: vizier.nao.ac.jp    	2008-09-08T15:17:26
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx29447	
#INFO	-out.max=50000	

#RESOURCE=yCat_9010
#Name: IX/10A
#Title: ROSAT All-Sky Bright Source Catalogue (1RXS) (Voges+ 1999)
#Table	IX_10A_1rxs:
#Name: IX/10A/1rxs
#Title: The 1RXS catalogue
#Column	_RAJ2000	(A11)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DEJ2000	(A11)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	1RXS	(a16)	ROSAT All-Sky Survey Catalogue source name (1)	[ucd=meta.id;meta.main]
#Column	PosErr	(I2)	? Total positional error (including 6" systematic error)	[ucd=stat.error]
#_RAJ2000	_DEJ2000	1RXS	PosErr
#"h:m:s"	"d:m:s"		arcsec
#-----------	-----------	----------------	--
* V 8
18 55 27.40	+08 24 08.5	J185527.4+082408	 7
18 55 30.70	-16 22 44.0	J185530.7-162244	16
18 55 43.50	+44 10 26.5	J185543.5+441026	18
18 55 57.30	+23 34 10.5	J185557.3+233410	 7
18 56 02.30	+01 18 54.5	J185602.3+011854	12
18 56 09.20	+02 17 44.5	J185609.2+021744	10
18 56 16.20	-19 42 47.0	J185616.2-194247	37
18 56 16.90	-26 42 09.5	J185616.9-264209	10
18 56 20.80	+37 12 40.0	J185620.8+371240	 9
18 56 26.00	+65 15 33.0	J185626.0+651533	 7
18 56 28.40	-49 00 10.0	J185628.4-490010	30
18 56 35.10	-37 54 33.5	J185635.1-375433	 7
18 56 37.50	+04 15 58.0	J185637.5+041558	10
18 56 42.90	+50 14 02.0	J185642.9+501402	11
18 56 50.30	-54 42 24.5	J185650.3-544224	 8
18 57 01.70	+32 54 05.5	J185701.7+325405	 9
18 57 13.20	+64 06 23.5	J185713.2+640623	 7
18 57 18.50	+62 23 44.0	J185718.5+622344	 7
18 57 19.40	-31 24 12.0	J185719.4-312412	13
18 57 19.70	+01 20 39.5	J185719.7+012039	 9
18 57 25.01	+37 16 00.0	J185725.0+371600	10
18 57 36.00	+35 41 26.5	J185736.0+354126	 8
18 57 39.70	+37 59 25.0	J185739.7+375925	16
18 57 40.40	+54 29 42.5	J185740.4+542942	 9
18 57 57.50	+65 11 15.5	J185757.5+651115	14
18 58 00.90	+48 50 20.5	J185800.9+485020	 9
18 58 02.90	-20 29 41.0	J185802.9-202941	14
18 58 03.40	-29 53 18.5	J185803.4-295318	11
18 58 14.70	-00 26 56.5	J185814.7-002656	18
18 58 30.00	-34 46 43.0	J185830.0-344643	14
18 58 31.10	+49 14 34.0	J185831.1+491434	 7
18 58 31.60	-01 34 53.5	J185831.6-013453	19
18 58 43.50	-37 06 18.0	J185843.5-370618	14
18 58 43.90	+29 15 05.0	J185843.9+291505	14
18 58 45.20	-32 48 52.0	J185845.2-324852	19
18 58 51.10	+32 51 04.5	J185851.1+325104	14
18 59 04.20	+28 06 33.0	J185904.2+280633	22
18 59 05.40	+13 37 25.0	J185905.4+133725	12
18 59 10.50	+21 38 08.5	J185910.5+213808	12
18 59 29.41	-04 02 52.0	J185929.4-040252	12
18 59 38.90	+15 03 53.5	J185938.9+150353	12
19 00 34.30	+69 58 48.5	J190034.3+695848	13
19 00 56.90	+67 47 18.0	J190056.9+674718	 7
19 01 04.90	-37 03 32.5	J190104.9-370332	15
19 01 06.60	-28 42 50.0	J190106.6-284250	14
19 01 09.60	-58 53 37.0	J190109.6-585337	11
19 01 12.20	+25 50 33.5	J190112.2+255033	10
19 01 21.80	+47 02 44.0	J190121.8+470244	13
19 01 24.21	+46 55 38.5	J190124.2+465538	21
19 01 27.60	-34 22 27.0	J190127.6-342227	11
19 01 31.00	-37 00 53.5	J190131.0-370053	14
19 01 38.80	-36 52 53.0	J190138.8-365253	15
19 01 39.10	-36 44 56.5	J190139.1-364456	19
19 01 41.00	+01 26 18.5	J190141.0+012618	12
19 01 53.40	-15 56 16.5	J190153.4-155616	10
19 02 02.70	-37 07 58.5	J190202.7-370758	17
19 02 14.00	+14 16 39.0	J190214.0+141639	10
19 02 16.30	+02 44 19.0	J190216.3+024419	11
19 02 40.70	+32 31 33.0	J190240.7+323133	 8
19 02 50.00	+76 30 49.0	J190250.0+763049	 8
19 03 00.60	-49 21 52.5	J190300.6-492152	12
19 03 01.00	-49 51 12.5	J190301.0-495112	15
19 03 12.80	+21 34 30.5	J190312.8+213430	17
19 03 13.10	+55 40 35.5	J190313.1+554035	 9
19 03 18.10	+63 59 33.0	J190318.1+635933	 7
19 03 21.80	-00 54 48.0	J190321.8-005448	18
19 03 28.90	+62 05 39.5	J190328.9+620539	 7
19 03 33.10	+10 43 55.5	J190333.1+104355	14
19 03 34.10	+01 48 38.5	J190334.1+014838	14
19 04 03.30	-64 00 11.0	J190403.3-640011	14
19 04 05.70	+51 00 34.0	J190405.7+510034	11
19 04 12.10	+36 27 01.5	J190412.1+362701	 8
19 04 14.60	+35 15 49.0	J190414.6+351549	37
19 04 20.20	-41 03 05.5	J190420.2-410305	11
19 05 18.70	-01 30 55.5	J190518.7-013055	12
19 05 25.50	+42 27 37.5	J190525.5+422737	 7
19 05 26.00	+13 51 36.0	J190526.0+135136	12
19 05 47.70	+78 04 41.0	J190547.7+780441	 7
19 05 48.11	+23 19 30.5	J190548.1+231930	 9
19 06 08.50	-48 50 28.0	J190608.5-485028	16
19 06 09.70	-13 03 12.0	J190609.7-130312	17
19 06 15.30	+17 41 57.0	J190615.3+174157	12
19 06 19.70	-52 20 28.0	J190619.7-522028	 7
19 06 21.39	+27 42 47.5	J190621.4+274247	 7
19 06 31.70	+68 17 11.5	J190631.7+681711	 9
19 06 46.40	-13 13 25.5	J190646.4-131325	12
19 07 16.11	+12 03 01.5	J190716.1+120301	 9
19 07 16.80	+44 01 09.5	J190716.8+440109	11
19 07 21.80	-20 47 01.5	J190721.8-204701	11
19 07 32.50	+30 15 13.0	J190732.5+301513	 6
19 07 32.60	+07 08 17.0	J190732.6+070817	21
19 07 48.00	+38 55 41.0	J190748.0+385541	 9
19 07 49.90	-39 23 41.5	J190749.9-392341	10
19 07 56.60	-01 16 48.5	J190756.6-011648	 9
19 08 16.00	+25 22 28.5	J190816.0+252228	10
19 08 26.10	+52 25 32.5	J190826.1+522532	 6
19 08 31.60	-30 58 43.0	J190831.6-305843	15
19 08 35.30	+27 11 41.0	J190835.3+271141	11
19 08 41.60	-00 59 55.5	J190841.6-005955	10
19 08 50.00	-42 25 36.5	J190850.0-422536	 9
19 08 54.80	-49 13 19.0	J190854.8-491319	 9
19 08 59.71	+06 04 26.0	J190859.7+060426	12
19 09 10.30	+66 52 22.5	J190910.3+665222	 7
19 09 11.40	+76 33 38.5	J190911.4+763338	 7
19 09 20.30	-54 17 15.5	J190920.3-541715	11
19 09 29.49	-44 12 40.5	J190929.5-441240	28
19 09 37.00	-62 28 53.0	J190937.0-622853	12
19 09 39.30	+09 49 45.5	J190939.3+094945	24
19 09 40.10	-11 46 59.0	J190940.1-114659	 9
19 09 40.30	-39 49 41.5	J190940.3-394941	11
19 09 40.40	+49 30 04.5	J190940.4+493004	11
19 09 51.50	+40 58 45.0	J190951.5+405845	 8
19 10 00.80	-28 31 15.5	J191000.8-283115	14
19 10 08.10	-22 38 58.5	J191008.1-223858	26
19 10 13.80	+13 37 28.0	J191013.8+133728	10
19 10 15.70	-63 29 38.5	J191015.7-632938	17
19 10 25.00	-46 19 48.5	J191025.0-461948	16
19 10 28.10	+67 41 31.0	J191028.1+674131	12
19 10 28.60	-23 19 34.0	J191028.6-231934	12
19 10 31.20	+21 45 49.5	J191031.2+214549	15
19 10 48.50	-38 54 50.0	J191048.5-385450	23
19 10 51.70	-02 04 31.5	J191051.7-020431	37
19 10 53.20	+28 56 22.0	J191053.2+285622	 8
19 10 57.10	-60 16 04.0	J191057.1-601604	16
19 10 59.80	-62 50 18.0	J191059.8-625018	14
19 11 01.00	+44 55 20.0	J191101.0+445520	11
19 11 06.50	-11 43 46.5	J191106.5-114346	11
19 11 07.40	+09 06 23.5	J191107.4+090623	22
19 11 16.20	+00 35 04.5	J191116.2+003504	 7
19 11 22.50	+22 05 43.5	J191122.5+220543	13
19 11 27.36	-19 07 03.0	J191127.3-190703	
19 11 30.60	+26 44 15.0	J191130.6+264415	 9
19 11 34.70	-34 35 00.5	J191134.7-343500	13
19 11 43.80	+50 37 01.0	J191143.8+503701	 8
19 11 45.50	-19 11 16.5	J191145.5-191116	 8
19 11 47.30	-26 04 22.5	J191147.3-260422	19
19 11 49.70	+04 58 57.5	J191149.7+045857	 8
19 11 51.09	+28 50 12.0	J191151.1+285012	11
19 11 55.10	+31 24 42.0	J191155.1+312442	10
19 11 55.70	+05 03 00.5	J191155.7+050300	36
19 12 03.30	-75 10 15.0	J191203.3-751015	11
19 12 05.10	+46 19 31.0	J191205.1+461931	 8
19 12 06.80	-42 01 03.5	J191206.8-420103	14
19 12 11.50	+57 40 07.0	J191211.5+574007	 8
19 12 35.20	-20 20 01.0	J191235.2-202001	11
19 12 41.00	-75 17 56.0	J191241.0-751756	18
19 12 51.70	+36 55 13.5	J191251.7+365513	11
19 13 01.00	-36 33 04.5	J191301.0-363304	14
19 13 02.40	+44 36 29.5	J191302.4+443629	13
19 13 06.00	+79 52 55.9	J191305.9+795255	
19 13 14.40	+28 10 39.0	J191314.4+281039	20
19 13 25.10	-20 49 05.5	J191325.1-204905	14
19 13 46.30	-20 27 12.5	J191346.3-202712	15
19 14 00.60	+23 42 55.5	J191400.6+234255	16
19 14 01.90	+44 38 49.5	J191401.9+443849	11
19 14 02.10	+49 05 31.0	J191402.1+490531	 8
19 14 15.60	+50 55 59.0	J191415.6+505559	 8
19 14 20.00	+62 30 04.0	J191420.0+623004	 7
19 14 26.10	+24 56 41.5	J191426.1+245641	 7
19 14 32.30	+34 32 49.5	J191432.3+343249	16
19 14 39.90	-59 28 02.0	J191439.9-592802	20
19 14 40.10	+19 19 01.5	J191440.1+191901	 8
19 14 49.00	+31 51 31.5	J191449.0+315131	14
19 14 49.60	-08 23 43.5	J191449.6-082343	11
19 14 50.60	+24 32 27.5	J191450.6+243227	11
19 14 57.60	+77 06 40.0	J191457.6+770640	 8
19 14 58.70	-29 09 42.5	J191458.7-290942	14
19 15 02.50	+28 43 37.0	J191502.5+284337	10
19 15 06.31	-26 36 47.0	J191506.3-263647	14
19 15 09.80	-19 05 37.5	J191509.8-190537	13
19 15 10.00	-04 30 09.0	J191510.0-043009	 8
19 15 11.20	-29 15 00.0	J191511.2-291500	 9
19 15 13.10	+15 24 59.0	J191513.1+152459	 9
19 15 18.60	+52 29 37.0	J191518.6+522937	10
19 15 33.70	+44 37 04.5	J191533.7+443704	 9
19 15 33.70	-24 11 14.0	J191533.7-241114	18
19 15 33.90	-08 30 11.0	J191533.9-083011	13
19 15 36.70	+35 13 50.0	J191536.7+351350	10
19 15 44.60	-26 57 14.5	J191544.6-265714	26
19 15 46.70	+18 12 42.0	J191546.7+181242	12
19 15 48.10	-26 53 08.5	J191548.1-265308	36
19 16 04.20	+35 25 35.5	J191604.2+352535	10
19 16 08.00	+56 21 40.5	J191608.0+562140	 8
19 16 11.40	-53 28 23.0	J191611.4-532823	16
19 16 14.00	-30 27 27.0	J191614.0-302727	11
19 16 38.20	+00 07 35.0	J191638.2+000735	 8
19 16 42.10	-63 52 02.0	J191642.1-635202	19
19 16 50.30	+00 23 41.0	J191650.3+002341	16
19 17 03.90	+09 20 37.0	J191703.9+092037	11
19 17 05.30	-33 31 00.0	J191705.3-333100	27
19 17 09.30	+41 15 49.0	J191709.3+411549	 8
19 17 24.30	-37 56 55.5	J191724.3-375655	 9
19 17 37.50	-13 15 21.0	J191737.5-131521	11
19 17 39.00	-25 34 35.5	J191739.0-253435	11
19 17 44.30	-44 00 21.5	J191744.3-440021	 8
19 17 44.70	-19 21 27.0	J191744.7-192127	 9
19 18 00.20	-19 45 37.0	J191800.2-194537	11
19 18 09.60	+25 59 14.0	J191809.6+255914	 9
19 18 10.20	+37 53 15.0	J191810.2+375315	 9
19 18 12.80	-38 23 05.0	J191812.8-382305	 7
19 18 13.00	+34 08 10.5	J191813.0+340810	11
19 18 24.60	+59 59 53.5	J191824.6+595953	 8
19 18 32.51	-08 42 47.0	J191832.5-084247	31
19 18 45.40	+16 29 12.0	J191845.4+162912	 9
19 18 45.40	-28 24 36.0	J191845.4-282436	 9
19 18 47.90	-05 14 14.5	J191847.9-051414	 7
19 18 48.60	+19 36 36.0	J191848.6+193636	 8
19 18 54.71	+43 49 27.0	J191854.7+434927	 7
19 18 57.90	+49 51 25.5	J191857.9+495125	 8
19 19 07.60	+07 59 21.5	J191907.6+075921	13
19 19 16.40	+42 17 02.5	J191916.4+421702	 8
19 19 16.80	+14 10 48.5	J191916.8+141048	11
19 19 19.60	-01 34 22.0	J191919.6-013422	17
19 19 21.90	+50 43 22.5	J191921.9+504322	27
19 19 28.50	-29 58 08.5	J191928.5-295808	10
19 19 36.80	+37 20 05.0	J191936.8+372005	 8
19 20 03.20	-51 55 16.0	J192003.2-515516	18
19 20 06.30	-27 34 28.5	J192006.3-273428	 9
19 20 08.60	-15 06 13.0	J192008.6-150613	20
19 20 18.80	-23 50 15.0	J192018.8-235015	13
19 20 26.50	-01 18 53.0	J192026.5-011853	12
19 20 31.90	-05 25 02.0	J192031.9-052502	11
19 20 41.60	+31 09 57.0	J192041.6+310957	 8
19 20 52.00	+19 03 31.0	J192052.0+190331	 9
19 21 07.80	+43 58 43.0	J192107.8+435843	10
19 21 15.30	-58 40 11.0	J192115.3-584011	 8
19 21 23.50	-20 25 24.0	J192123.5-202524	22
19 21 26.30	-77 27 42.5	J192126.3-772742	11
19 21 27.90	+74 33 25.5	J192127.9+743325	18
19 21 29.19	-34 59 04.5	J192129.2-345904	 9
19 21 30.00	-29 28 33.5	J192130.0-292833	13
19 21 32.10	+42 30 41.0	J192132.1+423041	13
19 21 36.80	-28 13 19.5	J192136.8-281319	16
19 21 45.00	-19 48 32.0	J192145.0-194832	14
19 21 49.20	+04 32 59.5	J192149.2+043259	15
19 21 52.10	+07 06 08.5	J192152.1+070608	12
19 21 52.30	-58 58 18.5	J192152.3-585818	25
19 22 13.70	+69 11 12.5	J192213.7+691112	 8
19 22 21.10	-27 54 53.5	J192221.1-275453	11
19 22 27.40	+62 13 22.5	J192227.4+621322	 8
19 22 33.50	-16 32 51.5	J192233.5-163251	14
19 22 40.00	-20 38 40.5	J192240.0-203840	 7
19 22 40.90	-06 12 10.0	J192240.9-061210	13
19 22 41.30	+09 50 57.0	J192241.3+095057	 8
19 22 42.10	-05 15 59.5	J192242.1-051559	13
19 22 48.20	+09 54 45.0	J192248.2+095445	10
19 22 49.60	-63 11 08.5	J192249.6-631108	16
19 22 57.50	-14 15 29.0	J192257.5-141529	 7
19 23 09.10	+43 41 36.5	J192309.1+434136	11
19 23 12.30	-22 46 30.0	J192312.3-224630	15
19 23 22.60	+14 05 07.5	J192322.6+140507	38
19 23 25.90	-25 02 28.0	J192325.9-250228	12
19 23 31.70	-21 04 32.0	J192331.7-210432	12
19 23 38.20	-46 06 31.5	J192338.2-460631	10
19 23 45.60	+51 16 08.5	J192345.6+511608	 8
19 23 54.00	-40 36 53.5	J192354.0-403653	 9
19 23 55.60	-30 19 14.0	J192355.6-301914	21
19 24 13.20	+66 56 37.0	J192413.2+665637	 7
19 24 16.60	+13 43 55.5	J192416.6+134355	10
19 24 32.80	+26 21 36.0	J192432.8+262136	11
19 24 33.00	+50 14 15.5	J192433.0+501415	 9
19 24 50.79	-29 14 37.5	J192450.8-291437	 8
19 25 02.21	+44 29 48.5	J192502.2+442948	 8
19 25 02.70	+28 15 40.0	J192502.7+281540	10
19 25 03.10	+50 43 15.5	J192503.1+504315	 8
19 25 05.20	-43 34 00.0	J192505.2-433400	12
19 25 06.39	-23 02 38.0	J192506.4-230238	11
19 25 20.10	+37 05 27.5	J192520.1+370527	 8
19 25 20.80	+20 16 04.0	J192520.8+201604	19
19 25 30.00	+03 06 40.5	J192530.0+030640	 8
19 25 31.20	-42 56 55.0	J192531.2-425655	10
19 25 58.30	-56 33 44.0	J192558.3-563344	12
19 26 08.91	+14 12 01.0	J192608.9+141201	 9
19 26 10.60	+48 32 44.5	J192610.6+483244	15
19 26 12.20	+38 03 03.5	J192612.2+380303	12
19 26 26.81	+13 21 53.5	J192626.8+132153	14
19 26 31.10	-15 47 18.0	J192631.1-154718	13
19 26 31.40	-19 17 03.5	J192631.4-191703	10
19 26 31.90	+11 51 11.5	J192631.9+115111	12
19 26 32.90	-44 25 37.0	J192632.9-442537	12
19 26 36.00	+78 40 05.5	J192636.0+784005	 7
19 26 36.70	-18 25 58.5	J192636.7-182558	13
19 26 48.70	+50 08 29.5	J192648.7+500829	12
19 26 49.50	+61 54 45.0	J192649.5+615445	 7
19 27 00.90	-53 42 41.0	J192700.9-534241	34
19 27 02.20	+12 42 01.5	J192702.2+124201	 8
19 27 04.20	+21 05 31.5	J192704.2+210531	20
19 27 08.70	+24 55 19.0	J192708.7+245519	12
19 27 19.70	+65 33 54.5	J192719.7+653354	 6
19 27 22.30	+28 09 34.5	J192722.3+280934	15
19 27 28.00	-38 47 12.5	J192728.0-384712	31
19 27 29.20	+12 32 15.0	J192729.2+123215	11
19 27 34.10	+65 49 53.5	J192734.1+654953	16
19 27 36.30	+37 56 21.0	J192736.3+375621	10
19 27 41.10	+74 09 32.0	J192741.1+740932	 8
19 27 48.00	+73 57 57.0	J192748.0+735757	 7
19 28 06.30	-40 50 15.0	J192806.3-405015	11
19 28 06.80	+15 18 55.0	J192806.8+151855	14
19 28 10.31	+48 56 30.0	J192810.3+485630	 9
19 28 13.10	-50 56 19.0	J192813.1-505619	16
19 28 15.60	+12 32 06.0	J192815.6+123206	 9
19 28 22.20	+27 31 24.5	J192822.2+273124	18
19 28 23.10	+52 52 50.0	J192823.1+525250	12
19 28 26.80	+54 47 20.0	J192826.8+544720	22
19 28 32.00	-35 08 01.5	J192832.0-350801	 7
19 28 33.50	+53 39 00.5	J192833.5+533900	 8
19 28 50.50	+47 56 39.0	J192850.5+475639	 9
19 29 15.89	-17 59 53.5	J192915.9-175953	 8
19 29 29.19	-23 57 14.5	J192929.2-235714	12
19 29 29.60	+36 17 09.0	J192929.6+361709	 8
19 29 37.80	-40 18 59.0	J192937.8-401859	13
19 29 38.10	+11 17 57.0	J192938.1+111757	 9
19 29 39.60	-22 47 24.0	J192939.6-224724	13
19 29 41.30	-30 48 04.0	J192941.3-304804	11
19 29 49.70	+46 22 31.0	J192949.7+462231	10
19 29 56.50	+16 18 45.5	J192956.5+161845	 9
19 30 01.60	-15 09 29.5	J193001.6-150929	17
19 30 03.60	-29 39 20.5	J193003.6-293920	10
19 30 11.30	-21 58 41.5	J193011.3-215841	24
19 30 15.00	+85 40 58.0	J193015.0+854058	 8
19 30 16.80	+49 31 56.0	J193016.8+493156	 9
19 30 24.40	+64 29 24.0	J193024.4+642924	 9
19 30 38.61	-84 22 53.5	J193038.6-842253	 9
19 30 40.50	+35 06 07.0	J193040.5+350607	11
19 30 47.80	-52 44 15.0	J193047.8-524415	26
19 31 09.30	-41 13 54.5	J193109.3-411354	37
19 31 09.50	+09 37 14.0	J193109.5+093714	 7
19 31 13.00	+36 07 30.0	J193113.0+360730	 7
19 31 13.80	+60 00 01.5	J193113.8+600001	 7
19 31 13.89	+55 43 50.5	J193113.9+554350	 7
19 31 23.50	+36 42 12.0	J193123.5+364212	21
19 31 24.10	+67 24 01.5	J193124.1+672401	 8
19 31 24.21	-21 34 22.5	J193124.2-213422	 9
19 31 24.80	-05 02 37.5	J193124.8-050237	32
19 31 35.20	+05 56 07.0	J193135.2+055607	 8
19 31 36.30	-43 36 58.0	J193136.3-433658	11
19 31 39.00	-33 54 26.0	J193139.0-335426	10
19 31 42.50	+52 59 51.5	J193142.5+525951	 8
19 31 50.10	-26 34 36.5	J193150.1-263436	 9
19 32 04.20	+16 04 15.0	J193204.2+160415	10
19 32 20.40	+69 39 58.0	J193220.4+693958	 7
19 32 28.59	+34 53 18.5	J193228.6+345318	 9
19 32 33.10	+54 33 01.0	J193233.1+543301	11
19 32 52.80	-08 18 10.5	J193252.8-081810	15
19 33 02.60	+03 45 48.5	J193302.6+034548	12
19 33 07.70	+37 00 43.5	J193307.7+370043	10
19 33 20.30	+07 26 16.0	J193320.3+072616	13
19 33 27.80	+54 36 31.5	J193327.8+543631	 9
19 33 35.90	-18 36 51.0	J193335.9-183651	11
19 33 40.90	+50 02 58.5	J193340.9+500258	 9
19 33 47.60	+32 54 22.5	J193347.6+325422	 7
19 33 59.60	+15 22 28.0	J193359.6+152228	11
19 33 59.80	+05 03 01.0	J193359.8+050301	21
19 34 12.60	-24 19 23.0	J193412.6-241923	 9
19 34 17.90	+16 51 29.5	J193417.9+165129	17
19 34 30.40	-15 13 26.5	J193430.4-151326	 9
19 34 45.60	+30 31 00.5	J193445.6+303100	11
19 34 47.50	-38 05 06.5	J193447.5-380506	10
19 34 58.10	+33 53 01.5	J193458.1+335301	14
19 35 04.39	-18 33 57.0	J193504.4-183357	 8
19 35 06.80	-10 33 46.5	J193506.8-103346	 9
19 35 09.40	-69 58 23.5	J193509.4-695823	14
19 35 20.20	-73 29 36.0	J193520.2-732936	11
19 35 21.20	+67 34 20.0	J193521.2+673420	19
19 35 25.10	+02 54 40.0	J193525.1+025440	 9
19 35 27.79	+53 45 46.5	J193527.8+534546	 8
19 35 28.90	+37 46 05.0	J193528.9+374605	 8
19 35 38.20	+01 34 28.5	J193538.2+013428	13
19 35 51.00	-02 27 12.5	J193551.0-022712	12
19 35 56.40	+56 58 56.0	J193556.4+565856	 9
19 35 57.30	-43 31 00.5	J193557.3-433100	10
19 36 04.60	+03 25 46.0	J193604.6+032546	15
19 36 04.90	+52 38 51.0	J193604.9+523851	 8
19 36 05.80	+24 43 54.0	J193605.8+244354	10
19 36 10.20	-45 18 40.0	J193610.2-451840	15
19 36 12.20	-49 07 50.0	J193612.2-490750	16
19 36 16.00	+14 23 32.0	J193616.0+142332	14
19 36 23.10	+15 53 30.5	J193623.1+155330	 8
19 36 27.11	+50 13 10.5	J193627.1+501310	 7
19 36 27.60	-05 07 27.0	J193627.6-050727	13
19 36 34.50	+38 17 31.5	J193634.5+381731	14
19 36 37.60	+44 41 37.5	J193637.6+444137	12
19 36 42.60	-24 53 01.0	J193642.6-245301	 8
19 36 56.50	-47 19 51.5	J193656.5-471951	11
19 37 01.40	+31 47 15.0	J193701.4+314715	 8
19 37 04.20	-04 02 18.5	J193704.2-040218	42
19 37 06.30	+06 36 45.5	J193706.3+063645	10
19 37 07.30	-51 34 10.0	J193707.3-513410	10
19 37 08.31	+66 08 21.0	J193708.3+660821	 7
19 37 15.30	-39 58 06.5	J193715.3-395806	15
19 37 16.30	+26 09 29.5	J193716.3+260929	14
19 37 26.10	+41 46 47.0	J193726.1+414647	10
19 37 32.81	-06 13 05.0	J193732.8-061305	 7
19 37 41.81	+80 36 30.5	J193741.8+803630	10
19 37 47.00	+30 21 21.0	J193747.0+302121	11
19 37 48.20	-04 38 52.5	J193748.2-043852	12
19 38 04.40	-51 09 50.0	J193804.4-510950	 8
19 38 10.80	+57 43 14.5	J193810.8+574314	 8
19 38 11.59	-47 47 32.0	J193811.6-474732	12
19 38 16.50	+17 18 50.0	J193816.5+171850	21
19 38 18.50	+54 09 28.5	J193818.5+540928	11
19 38 20.10	-43 26 46.0	J193820.1-432646	 8
19 38 29.20	+35 52 56.0	J193829.2+355256	24
19 38 32.21	+38 37 37.5	J193832.2+383737	 8
19 38 35.90	-46 12 56.5	J193835.9-461256	 7
19 38 40.01	+30 30 35.0	J193840.0+303035	 9
19 38 41.90	+54 58 23.0	J193841.9+545823	 8
19 38 45.40	+33 11 31.5	J193845.4+331131	13
19 38 52.60	-25 52 24.0	J193852.6-255224	11
19 38 56.20	+35 14 07.0	J193856.2+351407	 8
19 39 06.70	-25 43 58.0	J193906.7-254358	11
19 39 19.10	-25 38 54.0	J193919.1-253854	12
19 39 22.40	+30 09 21.5	J193922.4+300921	12
19 39 29.80	+70 07 52.0	J193929.8+700752	 7
19 39 36.80	+26 37 18.5	J193936.8+263718	 8
19 39 38.60	-06 03 49.0	J193938.6-060349	 7
19 40 11.60	-10 25 29.0	J194011.6-102529	 8
19 40 15.00	-30 15 52.5	J194015.0-301552	10
19 40 17.20	+68 07 38.0	J194017.2+680738	12
19 40 44.80	+25 35 41.0	J194044.8+253541	 9
19 40 46.30	-16 17 02.0	J194046.3-161702	12
19 40 48.00	-70 56 21.5	J194048.0-705621	14
19 41 32.31	-46 46 19.5	J194132.3-464619	16
19 41 38.40	-08 37 58.0	J194138.4-083758	15
19 42 00.40	-21 03 54.5	J194200.4-210354	17
19 42 06.00	+65 46 55.5	J194206.0+654655	 7
19 42 13.00	-20 45 47.0	J194213.0-204547	15
19 42 28.20	+60 35 21.5	J194228.2+603521	 7
19 42 41.30	-10 19 28.5	J194241.3-101928	 8
19 42 45.90	+08 22 57.5	J194245.9+082257	 9
19 42 46.30	+10 33 39.0	J194246.3+103339	14
19 42 54.80	-44 06 37.0	J194254.8-440637	14
19 43 02.51	+59 35 06.5	J194302.5+593506	10
19 43 06.80	-35 10 01.0	J194306.8-351001	11
19 43 07.00	-16 32 58.0	J194307.0-163258	15
19 43 24.70	-37 22 17.5	J194324.7-372217	11
19 43 27.40	-09 05 45.5	J194327.4-090545	28
19 43 34.20	-15 28 14.0	J194334.2-152814	12
19 43 35.30	-16 31 23.5	J194335.3-163123	12
19 43 37.20	+32 25 23.0	J194337.2+322523	 8
19 43 40.50	+46 40 17.5	J194340.5+464017	12
19 43 43.00	+25 46 15.0	J194343.0+254615	10
19 43 43.10	+50 04 40.0	J194343.1+500440	 9
19 43 54.70	-05 46 34.0	J194354.7-054634	11
19 43 56.10	+21 17 31.0	J194356.1+211731	27
19 44 01.50	+28 44 56.0	J194401.5+284456	 8
19 44 10.50	-26 32 28.0	J194410.5-263228	10
19 44 14.80	+56 10 09.5	J194414.8+561009	 8
19 44 22.60	-45 23 26.5	J194422.6-452326	11
19 44 23.10	+65 52 16.0	J194423.1+655216	11
19 44 42.90	-07 50 27.0	J194442.9-075027	16
19 44 53.70	-23 37 43.0	J194453.7-233743	13
19 44 55.31	-21 43 18.5	J194455.3-214318	10
19 44 59.00	+45 07 51.5	J194459.0+450751	 8
19 45 06.50	-37 51 08.0	J194506.5-375108	15
19 45 29.10	-07 00 55.0	J194529.1-070055	23
19 45 36.50	-14 27 58.0	J194536.5-142758	16
19 45 52.50	+23 30 15.0	J194552.5+233015	16
19 45 57.50	+04 14 51.5	J194557.5+041451	 7
19 46 03.00	+02 02 25.0	J194603.0+020225	20
19 46 16.90	-04 44 56.0	J194616.9-044456	10
19 46 25.60	+33 43 38.0	J194625.6+334338	 9
19 46 32.90	-42 56 30.5	J194632.9-425630	14
19 46 39.71	+70 45 52.0	J194639.7+704552	 8
19 46 41.70	-28 53 33.0	J194641.7-285333	11
19 46 48.49	-28 29 15.0	J194648.5-282915	14
19 47 08.60	-76 23 35.0	J194708.6-762335	26
19 47 09.50	-78 57 53.5	J194709.5-785753	19
19 47 15.20	+64 02 40.5	J194715.2+640240	 8
19 47 20.50	-38 55 34.0	J194720.5-385534	42
19 47 23.80	+30 45 58.5	J194723.8+304558	 7
19 47 33.80	+01 05 22.5	J194733.8+010522	 8
