#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2007-01-30T20:45:32
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	-ref=Vxml24157	

#RESOURCE=5050
#Name: V/50
#Title:	Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Table	V_50_catalog:
#Name: V/50/catalog
#Title:	The main part of the Catalogue
#Coosys	J2000_2000.000:	eq_FK5 2000_2000.000
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)
#---List of  values:     	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#HR	RAJ2000	DEJ2000	Vmag	B-V
#	"h:m:s"	"d:m:s"	mag	mag
#----	----------	---------	-----	-----
7509	19 42 04.1	+55 27 48	 6.48	 1.61
7510	19 48 01.2	-56 21 45	 5.35	 0.20
7511	19 44 34.1	+13 18 10	 6.26	-0.03
7512	19 43 51.4	+34 09 45	 6.05	-0.06
7513	19 49 53.3	-66 48 46	 6.45	 1.48
7514	19 43 45.0	+41 46 23	 5.84	 1.57
7515	19 46 21.7	-19 45 40	 4.86	 0.93
7516	19 45 52.2	-02 53 00	 6.48	 0.05
7517	19 44 16.6	+37 21 16	 4.89	 0.95
7518	19 44 48.7	+29 15 53	 6.82	 0.64
7519	19 45 39.9	+07 36 48	 5.91	 0.18
7520	19 44 38.2	+34 24 50	 6.57	
7521	19 48 55.1	-52 53 17	 6.25	 1.13
7522	19 43 14.6	+58 00 59	 6.22	 0.56
7523	19 44 49.0	+40 43 00	 6.34	 1.64
7524	19 51 01.3	-65 36 18	 6.05	 0.30
7525	19 46 15.6	+10 36 48	 2.72	 1.52
7526	19 43 39.6	+57 02 33	 6.27	 0.88
7527	19 50 21.7	-61 03 41	 6.21	-0.14
7528	19 44 58.5	+45 07 51	 2.87	-0.03
7529	19 45 39.6	+36 05 28	 6.43	-0.03
7530	19 45 51.4	+35 00 46	 6.09	 1.06
7531	19 50 44.8	-59 11 35	 5.42	 0.08
7532	19 48 03.0	-13 42 12	 6.11	 0.20
7533	19 46 39.5	+25 08 02	 6.62	 0.27
7534	19 46 25.6	+33 43 40	 4.99	 0.47
7535	19 46 35.0	+32 53 19	 6.18	 1.13
7536	19 47 23.3	+18 32 03	 3.82	 1.41
7537	19 50 13.8	-47 33 26	 5.94	 1.70
7538	19 49 11.6	-28 47 20	 6.05	 0.40
7539	          	         	     	
7540	19 47 48.6	+25 23 02	 5.95	 0.99
7541	19 49 02.2	-10 52 15	 6.04	 1.24
7542	19 48 30.4	+10 41 39	 6.44	 0.96
7543	19 47 27.8	+38 24 27	 5.77	-0.06
7544	19 48 42.1	+11 48 57	 5.72	
7545	19 44 18.5	+69 20 13	 5.92	 0.05
7546	19 48 58.7	+19 08 32	 5.00	 0.10
7547	19 47 26.8	+47 54 28	 6.12	 1.64
7548	19 52 37.6	-54 58 16	 5.74	 0.92
7549	19 52 39.0	-54 58 36	 6.50	 0.10
7550	19 48 43.9	+35 18 41	 6.53	 0.44
7551	19 48 50.6	+33 26 14	 6.44	 0.20
7552	19 51 50.6	-39 52 28	 5.33	-0.06
7553	19 50 46.8	-10 45 49	 5.39	 0.38
7554	19 50 17.5	+07 54 09	 6.51	-0.10
7555	19 49 27.5	+38 42 36	 6.11	 0.90
7556	19 49 54.6	+28 26 26	 6.38	-0.06
7557	19 50 47.0	+08 52 06	 0.77	 0.22
7558	19 54 40.4	-61 10 15	 6.24	 0.16
7559	19 51 11.1	-02 27 39	 6.13	 1.57
7560	19 51 01.6	+10 24 56	 5.11	 0.55
7561	19 52 12.0	-19 02 42	 5.92	 0.98
7562	19 51 17.7	+09 37 49	 6.25	 0.10
7563	19 46 44.7	+68 26 18	 6.34	 0.28
7564	19 50 33.9	+32 54 51	 4.23	 1.82
7565	19 51 04.1	+22 36 36	 4.95	-0.14
7566	19 50 34.0	+38 43 21	 5.12	 1.69
7567	19 50 37.3	+40 35 59	 5.69	-0.04
7568	19 50 47.0	+37 49 35	 6.06	 1.70
7569	19 52 03.5	+11 37 44	 6.13	 0.65
7570	19 52 28.4	+01 00 20	 3.90	 0.89
7571	19 53 06.4	-14 36 11	 6.48	 0.14
7572	19 52 15.6	+10 21 05	 6.54	-0.01
7573	19 52 01.6	+24 59 32	 5.57	 0.71
7574	19 52 21.8	+18 40 19	 6.23	 0.01
7575	19 53 18.7	-03 06 52	 5.65	 0.20
7576	19 50 37.7	+52 59 17	 5.03	 1.28
7577	19 51 19.4	+47 22 38	 6.20	 0.36
7578	19 54 17.7	-23 56 28	 6.18	 1.02
7579	19 58 41.3	-69 09 50	 5.75	 0.23
7580	19 53 22.6	+04 24 02	 6.53	 0.02
7581	19 55 15.7	-41 52 06	 4.13	 1.08
7582	19 48 10.4	+70 16 04	 3.83	 0.89
7583	19 52 16.3	+36 25 56	 6.10	 1.43
7584	19 54 08.2	-08 34 27	 5.79	 1.64
7585	19 55 05.1	-33 02 47	 6.46	 1.48
7586	19 56 57.7	-57 55 32	 6.53	 1.53
7587	19 57 06.2	-58 54 05	 5.26	-0.01
7588	19 58 53.0	-68 45 44	 6.39	 0.16
7589	19 51 59.1	+47 01 39	 5.62	-0.07
7590	20 00 35.5	-72 54 38	 3.96	-0.03
7591	19 52 07.2	+47 55 55	 5.91	-0.18
7592	19 53 27.7	+24 04 47	 4.58	-0.06
7593	19 54 37.6	-08 13 38	 5.71	-0.08
7594	19 54 38.1	-08 14 14	 6.49	-0.04
7595	19 54 14.9	+08 27 41	 4.71	 1.05
7596	19 54 44.8	+00 16 25	 5.61	 0.10
7597	19 55 50.4	-26 17 58	 4.70	 0.75
7598	19 54 40.3	+07 08 25	 6.15	 0.03
7599	19 55 19.6	-06 44 03	 6.51	 0.39
7600	19 53 01.2	+47 48 27	 6.29	-0.11
7601	19 54 31.1	+24 19 10	 5.52	-0.02
7602	19 55 18.8	+06 24 24	 3.71	 0.86
7603	20 00 23.0	-66 56 58	 5.76	 1.04
7604	19 56 56.8	-27 10 12	 4.52	 1.46
7605	19 57 41.3	-38 03 30	 6.55	 0.39
7606	19 54 48.3	+36 59 46	 5.76	 0.75
7607	19 55 06.5	+30 11 43	 6.57	-0.08
7608	19 53 17.4	+57 31 25	 5.14	-0.13
7609	19 56 01.3	+16 38 05	 5.36	 0.67
7610	19 56 14.3	+11 25 26	 5.28	-0.01
7611	19 53 35.4	+59 42 32	 6.06	 0.02
7612	20 01 52.4	-66 56 39	 5.31	 1.22
7613	19 55 51.7	+38 29 12	 4.94	-0.08
7614	19 57 57.0	-15 29 29	 5.02	 0.05
7615	19 56 18.4	+35 05 00	 3.89	 1.02
7616	19 57 00.2	+20 59 53	 6.48	 0.07
7617	19 58 56.4	-30 32 17	 6.28	 1.05
7618	19 58 57.2	-26 11 44	 4.83	 0.90
7619	19 55 37.8	+52 26 20	 4.92	 0.12
7620	19 56 44.2	+36 15 03	 6.02	-0.15
7621	20 00 25.3	-49 21 04	 6.17	 1.06
7622	19 57 45.4	+16 47 21	 5.53	-0.05
7623	19 59 44.2	-35 16 35	 4.37	-0.15
7624	19 59 51.3	-34 41 52	 5.30	 0.17
7625	20 01 44.7	-59 22 34	 5.13	 1.53
7626	19 55 22.1	+58 15 01	 6.09	 1.02
7627	20 00 26.5	-43 02 36	 6.14	 1.64
7628	19 57 13.9	+40 22 05	 5.45	-0.10
7629	20 00 15.9	-37 42 08	 5.95	 1.00
7630	20 00 48.3	-45 06 47	 5.81	 0.28
7631	20 00 20.3	-33 42 14	 5.66	 0.49
7632	19 56 45.1	+50 54 09	 6.43	-0.01
7633	19 55 55.4	+58 50 46	 4.96	 1.59
7634	19 56 19.0	+56 41 13	 6.12	
7635	19 58 45.4	+19 29 32	 3.47	 1.57
7636	19 59 22.7	+01 22 40	 6.17	 1.13
7637	19 59 47.4	-09 57 30	 5.88	 0.58
7638	19 57 56.2	+42 15 39	 6.43	
7639	20 01 26.4	-40 48 51	 6.29	 0.11
7640	19 58 38.0	+30 59 01	 5.49	-0.06
7641	19 59 10.5	+23 06 05	 5.67	
7642	19 58 34.4	+38 06 20	 6.32	-0.09
7643	20 01 23.9	-22 44 14	 6.01	 0.97
7644	20 05 32.8	-67 19 15	 6.07	 0.64
7645	20 00 03.3	+17 31 00	 5.37	 1.67
7646	19 59 20.5	+45 46 20	 5.92	 0.16
7647	19 59 55.2	+37 02 34	 5.19	-0.17
7648	20 00 58.9	+08 33 29	 5.91	 1.52
7649	20 01 58.6	-13 38 13	 5.71	 0.08
7650	20 02 39.5	-27 42 35	 4.58	 1.65
7651	19 59 15.4	+52 03 21	 6.15	-0.19
7652	20 03 33.5	-37 56 27	 4.77	 1.41
7653	20 01 06.1	+27 45 13	 4.64	 0.18
7654	19 58 28.7	+63 32 03	 5.96	 0.09
7655	20 01 15.3	+37 05 56	 6.20	 1.31
7656	20 01 44.7	+24 48 01	 5.88	-0.12
7657	20 02 01.4	+24 56 17	 5.22	 0.36
7658	20 03 44.3	-22 35 44	 6.45	 0.50
7659	20 04 19.6	-32 03 23	 4.99	 1.21
7660	20 01 21.6	+50 06 17	 5.05	 1.11
7661	20 04 01.2	-07 28 11	 6.72	 0.35
7662	20 03 16.4	+18 30 02	 5.96	 1.42
7663	20 08 20.5	-66 21 17	 6.45	 1.58
7664	20 03 30.0	+16 01 53	 5.67	-0.10
7665	20 08 43.6	-66 10 55	 3.56	 0.76
7666	19 58 41.9	+70 22 01	 6.33	 0.88
7667	20 04 23.2	-00 42 34	 5.68	 1.30
7668	20 05 32.1	-33 00 00	 6.53	-0.08
7669	20 04 08.3	+07 16 41	 5.52	 1.06
7670	20 03 37.4	+29 53 48	 5.71	 0.73
7671	20 05 05.4	-11 35 58	 6.34	 0.52
7672	20 04 06.2	+17 04 12	 5.80	 0.61
7673	20 07 23.2	-52 52 51	 4.94	 1.62
7674	20 07 35.1	-55 00 59	 6.26	 0.53
7675	20 05 26.4	-12 39 55	 6.55	 0.04
7676	20 01 28.5	+64 49 16	 5.27	 1.56
7677	20 04 58.6	+23 12 37	 6.45	
7678	20 04 36.1	+32 13 07	 5.64	 0.54
7679	20 05 09.5	+19 59 28	 5.10	 1.06
7680	20 05 26.5	+15 30 01	 6.34	 1.64
7681	20 06 12.2	-04 04 42	 6.47	 1.16
7682	20 02 20.3	+64 38 04	 6.57	
7683	20 05 09.8	+38 28 42	 6.19	 0.64
7684	20 04 28.8	+48 13 47	 6.16	 0.04
7685	20 02 49.1	+67 52 25	 4.51	 1.32
7686	19 59 36.6	+76 28 53	 6.20	 1.61
7687	20 05 06.7	+51 50 22	 6.14	 1.60
7688	20 06 53.4	+23 36 52	 5.07	-0.18
7689	20 06 21.8	+35 58 21	 5.36	 0.85
7690	20 08 01.8	-00 40 42	 5.99	 1.02
7691	20 11 07.2	-57 31 26	 6.37	 0.06
7692	20 05 21.5	+56 20 29	 6.21	 0.43
7693	20 07 50.3	+09 23 59	 6.43	 0.46
7694	20 08 31.3	-10 03 46	 6.18	 0.06
7695	20 04 44.6	+63 53 26	 6.26	 0.10
7696	20 08 06.5	+16 39 51	 6.42	 1.91
7697	20 06 13.8	+53 09 57	 5.85	 0.39
7698	20 24 54.4	-83 18 38	 6.17	 0.20
7699	20 07 41.4	+34 25 23	 6.11	 0.16
7700	20 08 38.3	+10 43 33	 6.31	-0.12
7701	20 05 32.8	+61 59 44	 5.39	 1.18
7702	20 07 11.5	+50 13 45	 6.54	 0.13
7703	20 11 11.9	-36 06 04	 5.32	 0.87
7704	20 04 53.3	+68 01 38	 6.28	 1.65
7705	20 09 56.6	+20 54 55	 6.48	 0.38
7706	20 12 23.9	-42 46 50	 6.22	 1.23
7707	20 14 26.9	-63 24 57	 6.09	 0.31
7708	20 09 25.6	+36 50 23	 4.93	-0.13
7709	20 11 10.1	-08 50 32	 6.49	-0.15
7710	20 11 18.3	-00 49 17	 3.23	-0.07
7711	20 10 33.5	+26 54 15	 5.52	 0.08
7712	20 11 57.9	-12 23 33	 6.34	 1.21
7713	20 11 03.5	+21 08 05	 6.22	 0.90
7714	20 14 19.0	-52 26 44	 5.65	 1.50
7715	20 12 25.9	-12 37 03	 5.85	 0.48
7716	20 11 21.1	+21 52 32	 6.26	-0.02
7717	20 12 35.2	+00 52 03	 6.27	 0.02
7718	20 11 48.0	+26 48 32	 5.49	 1.41
7719	20 12 00.7	+26 28 44	 5.92	-0.11
7720	20 13 13.9	-01 00 34	 5.47	 1.43
7721	20 12 03.8	+47 44 13	 6.92	-0.12
7722	20 15 17.4	-27 01 58	 5.73	 0.88
7723	20 13 40.6	+24 14 20	 6.56	 0.29
7724	20 14 16.6	+15 11 51	 4.95	 0.08
7725	20 15 50.6	-30 00 19	 6.30	 1.51
7726	20 12 31.8	+51 27 49	 6.01	 1.14
7727	20 11 34.9	+62 04 43	 5.75	 0.47
7728	20 16 23.7	-36 27 16	 6.39	 1.54
7729	20 16 26.5	-35 11 52	 6.53	 0.37
7730	20 13 18.0	+46 48 57	 4.83	 0.09
7731	20 14 14.5	+28 41 41	 5.18	 0.18
7732	20 19 03.0	-63 13 52	 6.27	 1.04
7733	20 13 42.8	+43 22 45	 6.14	 1.50
7734	20 14 05.0	+36 36 19	 6.45	 0.00
7735	20 13 37.9	+46 44 29	 3.79	 1.28
7736	20 14 32.0	+36 48 23	 4.97	 0.14
7737	20 14 21.6	+42 06 13	 6.71	-0.04
7738	20 16 22.8	-12 20 13	 6.32	 0.01
7739	20 15 15.9	+25 35 31	 4.78	-0.18
7740	20 13 23.9	+56 34 04	 4.30	 0.11
7741	20 15 30.2	+23 30 31	 5.15	 1.04
7742	20 13 27.7	+60 38 26	 5.79	 1.47
7743	20 15 23.7	+33 43 46	 5.66	 0.91
7744	20 15 46.1	+27 48 51	 4.52	 1.26
7745	20 18 56.0	-47 42 39	 6.31	 1.67
7746	20 16 19.7	+21 35 55	 6.13	 1.04
7747	20 17 38.9	-12 30 30	 4.24	 1.07
7748	20 18 01.4	-21 48 36	 5.87	 1.00
7749	20 19 17.9	-47 34 49	 6.13	 0.46
7750	20 08 53.3	+77 42 41	 4.39	-0.05
7751	20 15 28.3	+47 42 52	 3.98	 1.52
7752	20 16 03.4	+38 53 52	 6.27	 0.01
7753	20 16 47.1	+24 40 16	 5.32	 0.95
7754	20 18 03.3	-12 32 41	 3.57	 0.94
7755	20 15 43.4	+50 13 58	 6.31	
7756	20 16 00.6	+45 34 46	 5.91	 0.38
7757	20 16 28.2	+37 03 23	 6.48	-0.09
7758	20 20 32.3	-55 03 03	 6.27	 1.59
7759	20 16 55.3	+40 21 54	 5.24	 1.65
7760	20 17 31.5	+29 08 53	 6.22	 1.01
7761	20 19 23.6	-19 07 07	 5.28	 1.40
7762	20 17 29.1	+42 43 19	 6.29	 1.64
7763	20 17 47.2	+38 01 59	 4.81	 0.42
7764	20 20 28.1	-29 11 50	 6.30	 0.17
7765	20 20 51.9	-35 40 25	 6.46	 1.31
7766	20 21 41.0	-49 59 58	 6.27	 0.55
7767	20 18 07.0	+40 43 56	 5.84	 0.10
7768	20 19 43.3	-01 04 43	 6.06	 1.09
7769	20 18 28.6	+37 00 00	 5.58	 0.06
7770	20 18 39.1	+34 58 58	 5.17	 0.65
7771	20 19 29.2	+13 13 01	 6.21	 1.63
7772	20 20 26.1	-06 21 42	 6.63	 1.55
7773	20 20 39.8	-12 45 33	 4.76	-0.05
7774	20 20 00.2	+13 32 53	 5.95	 0.31
7775	20 20 46.6	-14 47 06	 6.10	-0.02
7776	20 21 00.7	-14 46 53	 3.08	 0.79
7777	20 18 49.6	+46 19 22	 6.45	-0.13
7778	20 20 20.5	+14 34 09	 6.13	 0.91
7779	20 22 27.5	-42 02 59	 5.59	 0.00
7780	20 20 21.4	+17 47 35	 5.80	 1.49
7781	20 18 24.8	+55 23 50	 5.76	 0.11
7782	20 19 48.3	+37 07 57	 6.57	 0.00
7783	20 17 31.3	+66 51 14	 5.93	 0.58
7784	20 20 15.2	+39 24 12	 6.23	 0.06
7785	20 33 17.5	-80 57 54	 5.77	 1.14
7786	20 19 56.1	+46 50 15	 6.50	-0.06
7787	20 23 53.2	-42 25 22	 5.64	 0.20
7788	20 23 00.8	-09 39 17	 6.30	 0.91
7789	20 22 03.4	+24 26 46	 5.54	-0.06
7790	20 25 38.9	-56 44 06	 1.94	-0.20
7791	20 20 30.4	+53 35 46	 6.18	 1.56
7792	20 19 36.7	+62 15 27	 5.72	-0.05
7793	20 22 52.3	+14 33 05	 6.17	 0.51
7794	20 23 10.7	+05 20 35	 5.31	 0.97
7795	20 22 03.0	+41 07 53	 6.39	 1.07
7796	20 22 13.7	+40 15 24	 2.20	 0.68
7797	20 22 37.4	+31 15 54	 6.09	 1.35
7798	20 22 05.4	+45 47 42	 5.58	 1.08
7799	20 25 47.9	-40 47 47	 6.09	 1.36
7800	20 22 45.3	+41 01 34	 5.93	 1.60
7801	20 25 26.8	-28 39 48	 5.85	 1.10
7802	20 22 55.5	+42 59 00	 6.20	 0.95
7803	20 24 37.5	+01 04 07	 6.15	-0.04
7804	20 20 06.0	+68 52 49	 5.55	 1.59
7805	20 21 11.4	+63 58 49	 5.69	 1.56
7806	20 23 51.7	+32 11 24	 4.43	 1.33
7807	20 23 44.4	+37 28 35	 5.90	-0.20
7808	20 26 53.0	-37 24 11	 6.25	 0.97
7809	20 25 42.5	-02 48 01	 6.11	 1.19
7810	20 25 44.0	+10 03 23	 6.33	 1.56
7811	20 25 40.5	+21 24 35	 5.66	 0.93
7812	20 38 18.6	-81 17 20	 5.91	 1.71
7813	20 26 01.2	+19 51 54	 6.41	 1.02
7814	20 27 19.2	-18 12 42	 5.25	-0.07
7815	20 24 32.4	+53 33 07	 6.51	 0.01
7816	20 26 23.2	+17 18 56	 6.22	 1.01
7817	20 28 46.7	-35 35 45	 6.10	-0.11
7818	20 25 05.1	+59 36 00	 6.44	 0.09
7819	20 28 43.6	-15 44 30	 6.41	 0.99
7820	20 28 07.5	+08 26 15	 6.25	 1.08
7821	20 28 24.9	-03 21 28	 6.13	-0.06
7822	20 28 51.6	-17 48 49	 4.78	 0.38
7823	20 27 07.7	+34 19 44	 6.39	 0.48
7824	20 28 16.8	+02 56 13	 6.21	 0.90
7825	20 29 31.3	-22 23 30	 6.16	 1.55
7826	20 27 34.3	+38 26 25	 5.62	 0.06
7827	20 26 23.5	+56 38 20	 6.36	 0.00
7828	20 27 02.3	+49 23 00	 5.69	 0.26
7829	20 29 52.5	-18 35 12	 6.74	 0.22
7830	20 29 53.9	-18 35 00	 5.94	 0.08
7831	20 29 39.0	-02 53 08	 4.91	 1.15
7832	20 30 56.8	-29 06 45	 6.39	 0.21
7833	20 29 21.1	+20 05 16	 6.55	 0.23
7834	20 29 23.7	+30 22 07	 4.01	 0.40
7835	20 29 20.4	+36 27 17	 5.88	 0.52
7836	20 30 18.0	+10 53 45	 6.08	-0.03
7837	20 31 04.3	-15 03 23	 6.12	 0.79
7838	20 35 51.7	-69 36 40	 6.11	 1.29
7839	20 30 58.1	+20 36 21	 6.18	 0.15
7840	20 31 13.0	+11 15 38	 7.11	 0.03
7841	20 29 59.9	+45 55 43	 6.41	 1.13
7842	20 32 52.4	-24 56 38	 6.36	-0.01
7843	20 29 27.1	+56 04 05	 5.91	-0.04
7844	20 30 03.5	+48 57 06	 4.95	-0.09
7845	20 32 23.7	-09 51 12	 5.65	 0.69
7846	20 33 55.1	-44 30 58	 5.11	 1.01
7847	20 30 59.2	+36 56 09	 6.19	 1.01
7848	20 35 34.8	-60 34 54	 4.76	 0.28
7849	20 31 58.2	+25 48 16	 6.34	 0.26
7850	20 29 34.9	+62 59 39	 4.22	 0.20
7851	20 31 18.8	+49 13 13	 5.44	 1.55
7852	20 33 12.8	+11 18 12	 4.03	-0.13
7853	20 34 55.5	-38 05 23	 6.44	 0.26
7854	20 31 21.1	+52 18 35	 6.18	 1.01
7855	20 34 11.7	-13 43 16	 6.13	 0.54
7856	20 34 47.4	-30 28 25	 6.40	-0.08
7857	20 33 53.6	+10 03 35	 6.56	 0.08
7858	20 33 57.0	+13 01 38	 5.38	 0.07
7859	20 37 35.3	-61 31 48	 4.88	 0.43
7860	20 31 46.5	+56 46 48	 6.14	 1.43
7861	20 32 52.3	+43 11 30	 6.60	-0.11
7862	20 34 10.0	+20 59 07	 6.48	-0.14
7863	20 42 02.9	-76 10 50	 6.00	 0.44
7864	20 41 43.7	-75 21 02	 6.55	 0.62
7865	20 35 32.2	-16 31 33	 6.19	 0.20
7866	20 33 54.2	+35 15 03	 4.61	 1.60
7867	20 33 48.4	+41 46 20	 6.49	 1.00
7868	20 30 00.7	+72 31 54	 6.27	 1.35
7869	20 37 34.0	-47 17 29	 3.11	 1.00
7870	20 33 54.9	+46 41 38	 5.78	-0.16
7871	20 35 18.5	+14 40 27	 4.68	 0.11
7872	20 39 51.4	-62 54 28	 6.22	 1.10
7873	20 36 43.6	-02 33 00	 4.89	 1.60
7874	20 36 08.3	+25 52 57	 6.41	 0.21
7875	20 40 02.6	-60 32 56	 5.12	 0.53
7876	20 34 50.4	+51 51 15	 6.11	 0.41
7877	20 37 52.1	-25 06 32	 6.36	 0.33
7878	20 37 18.3	+00 05 49	 6.22	-0.08
7879	20 31 30.4	+74 57 17	 5.20	 0.07
7880	20 37 04.7	+26 27 43	 5.59	-0.07
7881	20 41 57.1	-66 45 39	 5.15	-0.06
7882	20 37 33.0	+14 35 43	 3.63	 0.44
7883	20 37 49.1	+11 22 40	 5.43	 0.06
7884	20 38 20.3	-01 06 19	 4.32	 0.95
7885	20 37 31.8	+31 34 21	 6.32	-0.09
7886	20 37 54.6	+18 16 09	 6.25	 1.48
7887	20 37 32.6	+31 31 19	 6.49	 0.34
7888	20 37 23.6	+38 19 43	 6.20	 0.99
7889	20 39 16.4	-14 57 17	 5.22	-0.12
7890	20 39 13.2	-02 24 46	 6.22	-0.10
7891	20 38 31.3	+21 12 04	 4.82	-0.02
7892	20 38 43.9	+13 18 54	 5.72	 1.53
7893	20 40 19.8	-33 25 55	 5.47	 1.12
7894	20 38 31.9	+24 06 58	 5.04	-0.14
7895	20 38 35.1	+23 40 50	 5.91	 0.98
7896	20 39 07.8	+10 05 10	 5.05	 0.72
7897	20 39 24.9	+00 29 11	 5.16	 1.06
7898	20 40 11.7	-23 46 26	 6.37	 0.72
7899	20 39 05.0	+15 50 17	 5.97	-0.14
7900	20 40 03.0	-18 08 19	 5.10	 1.66
7901	20 28 14.6	+81 25 22	 5.46	 1.02
7902	20 40 36.0	-26 38 42	 6.51	 0.57
7903	20 39 10.6	+21 49 02	 6.08	-0.06
7904	20 38 59.5	+30 20 04	 5.68	 1.09
7905	20 40 32.5	-16 07 27	 5.80	 1.00
7906	20 39 38.3	+15 54 43	 3.77	-0.06
7907	20 39 51.8	+11 14 59	 6.42	 0.55
7908	20 29 27.5	+81 05 29	 5.96	 0.92
7909	20 41 23.7	-31 35 54	 5.76	 1.53
7910	20 41 24.1	-26 00 00	 6.28	 1.22
7911	20 39 33.3	+40 34 46	 6.06	-0.16
7912	20 39 23.1	+45 40 01	 6.58	-0.06
7913	20 44 57.5	-66 12 11	 3.42	 0.16
7914	20 40 45.2	+19 56 07	 6.45	 0.63
7915	20 42 53.0	-39 33 31	 6.29	 1.08
7916	20 39 00.2	+56 00 18	 6.48	
7917	20 40 36.2	+29 48 19	 6.08	 0.14
7918	20 41 16.2	+14 34 59	 5.99	 1.24
7919	20 40 03.1	+43 27 31	 5.95	 1.19
7920	20 44 02.3	-51 55 16	 4.51	 0.27
7921	20 41 02.6	+32 18 26	 5.51	 0.88
7922	20 41 00.4	+39 04 56	 6.51	-0.12
7923	20 41 58.2	+17 31 17	 6.22	 0.94
7924	20 41 25.9	+45 16 49	 1.25	 0.09
7925	20 40 17.9	+60 30 19	 6.01	 0.46
7926	20 41 56.5	+41 43 01	 5.67	-0.12
7927	20 42 22.2	+35 27 22	 6.66	-0.16
7928	20 43 27.5	+15 04 28	 4.43	 0.32
7929	20 42 12.6	+50 20 24	 5.39	-0.10
7930	20 29 03.1	+83 37 32	 6.19	 0.13
7931	20 45 13.2	-27 14 50	 6.50	 0.94
7932	20 43 24.2	+35 35 16	 6.47	 1.23
7933	20 46 20.1	-39 11 57	 5.50	-0.10
7934	20 49 18.1	-68 46 35	 5.41	 1.12
7935	20 46 18.6	-36 07 13	 6.49	 0.39
7936	20 46 05.7	-25 16 15	 4.14	 0.43
7937	20 46 10.0	-21 30 51	 5.93	 0.04
7938	20 42 39.7	+60 36 05	 6.15	 0.01
7939	20 44 52.5	+25 16 14	 4.91	 1.18
7940	20 43 13.5	+57 06 51	 6.32	 0.33
7941	20 45 28.2	+18 05 25	 6.38	 1.68
7942	20 45 39.7	+30 43 11	 4.22	 1.05
7943	20 48 29.2	-43 59 19	 5.11	 0.35
7944	20 44 22.0	+56 29 17	 5.78	 1.67
7945	20 43 11.0	+66 39 27	 5.58	 0.22
7946	20 47 03.6	-02 29 12	 6.27	 1.55
7947	20 46 38.7	+16 07 28	 5.14	 0.49
7948	20 46 39.5	+16 07 27	 4.27	 1.04
7949	20 46 12.7	+33 58 13	 2.46	 1.03
7950	20 47 40.6	-09 29 45	 3.77	 0.00
7951	20 47 44.2	-05 01 40	 4.42	 1.65
7952	20 49 29.0	-46 13 37	 4.89	 1.52
7953	20 47 48.3	+06 00 30	 5.58	-0.02
7954	20 47 47.8	+03 18 24	 6.40	-0.02
7955	20 45 21.1	+57 34 47	 4.51	 0.54
7956	20 47 10.8	+34 22 27	 4.92	 1.32
7957	20 45 17.4	+61 50 20	 3.43	 0.92
7958	20 46 38.5	+46 31 54	 6.30	 0.03
7959	20 51 38.3	-62 25 45	 6.28	 0.15
7960	20 51 38.8	-62 25 45	 6.59	 0.17
7961	20 49 17.6	-25 46 53	 5.86	-0.07
7962	20 46 21.2	+52 59 43	 6.33	 1.12
7963	20 47 24.5	+36 29 27	 4.53	-0.11
7964	20 49 20.5	-18 02 09	 6.21	 1.42
7965	20 49 58.1	-33 46 47	 4.90	 1.00
7966	20 47 20.8	+45 34 47	 6.40	 1.61
7967	20 44 33.1	+69 45 07	 6.41	
7968	20 51 30.1	-51 36 30	 5.05	 1.13
7969	20 47 49.3	+47 49 55	 5.57	 1.46
7970	20 50 47.1	-32 03 16	 6.36	 1.54
7971	20 51 00.7	-37 54 48	 5.52	 1.38
7972	20 47 52.8	+52 24 26	 6.27	 0.89
7973	20 49 37.8	+12 32 43	 5.98	 0.43
7974	20 49 48.3	+07 51 51	 6.33	 0.02
7975	20 49 59.1	+05 32 41	 6.21	 0.98
7976	20 50 41.8	-12 32 42	 5.88	 1.07
7977	20 48 56.3	+46 06 51	 4.84	 0.41
7978	20 48 42.7	+51 54 38	 6.29	-0.07
7979	20 51 58.8	-33 10 38	 6.04	 0.03
7980	20 51 49.3	-26 55 09	 4.11	 1.64
7981	20 50 37.0	+18 03 05	 6.52	 0.04
7982	20 51 25.7	-05 37 35	 5.99	 0.46
7983	20 49 54.7	+46 39 40	 6.33	-0.07
7984	20 50 04.9	+44 03 34	 5.04	 0.20
7985	20 52 08.7	-05 30 25	 5.55	-0.08
7986	20 54 48.6	-58 27 15	 3.65	 1.25
7987	20 53 40.2	-39 48 36	 5.35	 1.32
